norm_title,tconst,titleType,startYear,runtimeMinutes,genres,averageRating,numVotes
the white tiger,tt6571548,movie,2021,125,"Crime,Drama",7.1,69712.0
the boy and the heron,tt6587046,movie,2023,124,"Adventure,Animation,Drama",7.3,125008.0
trolls world tour,tt6587640,movie,2020,91,"Adventure,Animation,Comedy",6.1,32633.0
the wild pear tree,tt6628102,movie,2018,188,Drama,8.0,30571.0
bad times at the el royale,tt6628394,movie,2018,141,"Crime,Drama,Mystery",7.1,177977.0
a quiet place,tt6644200,movie,2018,90,"Drama,Horror,Sci-Fi",7.5,654555.0
infinite,tt6654210,movie,2021,106,"Action,Sci-Fi,Thriller",5.5,70192.0
the spy who dumped me,tt6663582,movie,2018,117,"Action,Adventure,Comedy",6.1,87021.0
dolittle,tt6673612,movie,2020,101,"Adventure,Comedy,Family",5.6,78642.0
outlaw king,tt6679794,movie,2018,121,"Action,Biography,Drama",6.9,87808.0
arif v 216,tt6697582,movie,2018,125,"Comedy,Sci-Fi",6.9,41553.0
everything everywhere all at once,tt6710474,movie,2022,139,"Action,Adventure,Comedy",7.7,624960.0
the super mario bros movie,tt6718170,movie,2023,92,"Adventure,Animation,Comedy",7.0,285685.0
tenet,tt6723592,movie,2020,150,"Action,Sci-Fi,Thriller",7.3,681087.0
revenge,tt6738136,movie,2017,108,"Action,Drama,Horror",6.4,64614.0
the guilty,tt6742252,movie,2018,85,"Crime,Drama,Thriller",7.5,69002.0
parasite,tt6751668,movie,2019,132,"Drama,Thriller",8.5,1152878.0
dogman,tt6768578,movie,2018,103,"Crime,Drama,Thriller",7.2,31572.0
hillbilly elegy,tt6772802,movie,2020,116,"Biography,Drama",6.7,60872.0
truth or dare,tt6772950,movie,2018,100,"Horror,Mystery,Thriller",5.3,73605.0
night school,tt6781982,movie,2018,111,Comedy,5.6,49046.0
i feel pretty,tt6791096,movie,2018,110,"Comedy,Romance",5.7,60284.0
guardians of the galaxy vol 3,tt6791350,movie,2023,150,"Action,Adventure,Comedy",7.9,466582.0
the 1517 to paris,tt6802308,movie,2018,94,"Biography,Drama,Thriller",5.3,37169.0
coming 2 america,tt6802400,movie,2021,110,"Comedy,Music",5.3,80955.0
the vast of night,tt6803046,movie,2019,91,"Drama,Mystery,Sci-Fi",6.7,49732.0
fast furious presents hobbs shaw,tt6806448,movie,2019,137,"Action,Adventure,Thriller",6.4,255967.0
arctic,tt6820256,movie,2018,98,"Adventure,Drama",6.8,63214.0
glass,tt6823368,movie,2019,129,"Drama,Fantasy,Horror",6.6,302693.0
peppermint,tt6850820,movie,2018,101,"Action,Thriller",6.5,75625.0
the kings man,tt6856242,movie,2021,131,"Action,Adventure,Thriller",6.3,194978.0
us,tt6857112,movie,2019,116,"Horror,Mystery,Thriller",6.8,389434.0
book club,tt6857166,movie,2018,104,"Comedy,Drama,Romance",6.1,34861.0
palmer,tt6857376,movie,2021,110,Drama,7.3,51065.0
the professor,tt6865690,movie,2018,90,"Comedy,Drama",6.7,41057.0
a taxi driver,tt6878038,movie,2017,137,"Action,Drama,History",7.9,37705.0
news of the world,tt6878306,movie,2020,118,"Action,Adventure,Drama",6.8,100848.0
the marksman,tt6902332,movie,2021,108,"Action,Drama,Thriller",5.7,48830.0
guns akimbo,tt6902676,movie,2019,98,"Action,Comedy,Crime",6.3,77234.0
mirage,tt6908274,movie,2018,128,"Drama,Fantasy,Mystery",7.4,70939.0
mamma mia here we go again,tt6911608,movie,2018,114,"Comedy,Musical,Romance",6.6,119861.0
resident evil welcome to raccoon city,tt6920084,movie,2021,107,"Action,Horror,Sci-Fi",5.2,71385.0
johnny english strikes again,tt6921996,movie,2018,89,"Action,Adventure,Comedy",6.2,90374.0
midway,tt6924650,movie,2019,138,"Action,Drama,History",6.7,104689.0
at eternitys gate,tt6938828,movie,2018,111,"Biography,Drama,History",6.9,44015.0
green book,tt6966692,movie,2018,130,"Biography,Comedy,Drama",8.2,679096.0
the mother,tt6968614,movie,2023,115,"Action,Thriller",5.6,52585.0
good boys,tt6977338,movie,2019,90,"Adventure,Comedy",6.7,89390.0
destination wedding,tt6987770,movie,2018,87,"Comedy,Drama,Romance",6.0,36428.0
crimea,tt6990206,movie,2017,99,"Action,Drama",3.4,33742.0
mandy,tt6998518,movie,2018,121,"Action,Fantasy,Horror",6.5,98363.0
boy erased,tt7008872,movie,2018,115,"Biography,Drama",6.9,46091.0
eighth grade,tt7014006,movie,2018,93,"Comedy,Drama",7.3,86563.0
96,tt7019842,movie,2018,158,"Drama,Romance",8.5,44820.0
a simple favor,tt7040874,movie,2018,117,"Comedy,Crime,Mystery",6.7,189541.0
velvet buzzsaw,tt7043012,movie,2019,113,"Horror,Mystery,Thriller",5.7,68764.0
forgotten,tt7057496,movie,2017,108,"Crime,Mystery,Thriller",7.4,60476.0
raatchasan,tt7060344,movie,2018,146,"Crime,Drama,Mystery",8.3,59358.0
the conjuring the devil made me do it,tt7069210,movie,2021,112,"Horror,Mystery,Thriller",6.2,167988.0
venom let there be carnage,tt7097896,movie,2021,97,"Action,Adventure,Crime",5.9,301950.0
raazi,tt7098658,movie,2018,138,"Action,Drama,Thriller",7.7,36978.0
if beale street could talk,tt7125860,movie,2018,119,"Drama,Romance",7.1,54984.0
wonder woman 1984,tt7126948,movie,2020,151,"Action,Adventure,Fantasy",5.3,309986.0
once upon a time in hollywood,tt7131622,movie,2019,161,"Comedy,Drama",7.6,956214.0
destroyer,tt7137380,movie,2018,121,"Action,Crime,Drama",6.2,33580.0
a rainy day in new york,tt7139936,movie,2019,92,"Comedy,Romance",6.4,58100.0
the black phone,tt7144666,movie,2021,103,"Horror,Mystery,Thriller",6.9,261074.0
onward,tt7146812,movie,2020,102,"Adventure,Animation,Comedy",7.4,185320.0
the silencing,tt7149730,movie,2020,93,"Action,Crime,Mystery",6.3,38409.0
unsane,tt7153766,movie,2018,98,"Drama,Horror,Mystery",6.4,53537.0
the zone of interest,tt7160372,movie,2023,105,"Drama,History,War",7.3,164934.0
ludo,tt7212754,movie,2020,150,"Action,Comedy,Drama",7.6,46015.0
luck,tt7214954,movie,2022,105,"Adventure,Animation,Comedy",6.5,35230.0
pad man,tt7218518,movie,2018,140,"Comedy,Drama",7.8,32535.0
cumali ceber,tt7221896,movie,2017,100,Comedy,1.0,39982.0
i want to eat your pancreas,tt7236034,movie,2018,109,"Animation,Drama,Family",8.1,35176.0
blindspotting,tt7242142,movie,2018,95,"Comedy,Crime,Drama",7.4,34218.0
minnal murali,tt7268738,movie,2021,143,"Action,Comedy,Drama",7.8,34922.0
22 july,tt7280898,movie,2018,143,"Crime,Drama,History",6.8,40489.0
burning,tt7282468,movie,2018,148,"Drama,Mystery,Thriller",7.4,85311.0
joker,tt7286456,movie,2019,122,"Crime,Drama,Thriller",8.3,1682630.0
arjun reddy,tt7294534,movie,2017,182,"Drama,Romance",7.9,30078.0
the silence,tt7315484,movie,2019,90,"Drama,Horror,Sci-Fi",5.4,55615.0
triangle of sadness,tt7322224,movie,2022,147,"Comedy,Drama",7.2,214890.0
47 meters down uncaged,tt7329656,movie,2019,90,"Adventure,Drama,Horror",5.0,33571.0
the art of selfdefense,tt7339248,movie,2019,104,"Action,Comedy,Crime",6.6,43398.0
the lodge,tt7347846,movie,2019,108,"Drama,Horror,Mystery",6.0,64520.0
blackkklansman,tt7349662,movie,2018,135,"Biography,Comedy,Crime",7.5,313382.0
it chapter two,tt7349950,movie,2019,169,"Drama,Fantasy,Horror",6.5,352473.0
always be my maybe,tt7374948,movie,2019,101,"Comedy,Romance",6.7,66322.0
rangasthalam,tt7392212,movie,2018,170,"Action,Drama",8.2,30838.0
the devil all the time,tt7395114,movie,2020,138,"Crime,Drama,Thriller",7.1,168292.0
instant family,tt7401588,movie,2018,118,"Comedy,Drama",7.3,134899.0
a man called otto,tt7405458,movie,2022,126,"Comedy,Drama",7.5,208774.0
war,tt7430722,movie,2019,151,"Action,Adventure,Thriller",6.6,39862.0
race 3,tt7431594,movie,2018,160,"Action,Thriller",1.9,50205.0
anna,tt7456310,movie,2019,118,"Action,Thriller",6.7,107100.0
777 charlie,tt7466810,movie,2022,164,"Adventure,Comedy,Drama",8.7,47263.0
munich the edge of war,tt7475578,movie,2021,130,"Biography,Drama,History",6.8,39328.0
super 30,tt7485048,movie,2019,154,"Biography,Drama",7.9,42061.0
the call of the wild,tt7504726,movie,2020,100,"Adventure,Drama,Family",6.7,63923.0
rons gone wrong,tt7504818,movie,2021,107,"Adventure,Animation,Comedy",7.1,45269.0
despicable me 4,tt7510222,movie,2024,94,"Adventure,Animation,Comedy",6.2,77686.0
83,tt7518786,movie,2021,162,"Drama,History,Sport",7.5,42821.0
the boy who harnessed the wind,tt7533152,movie,2019,113,"Biography,Drama,History",7.6,51675.0
dora and the lost city of gold,tt7547410,movie,2019,102,"Action,Adventure,Comedy",6.1,39118.0
terrified,tt7549892,movie,2017,87,Horror,6.5,30019.0
judy,tt7549996,movie,2019,118,"Biography,Drama,Music",6.8,58276.0
project power,tt7550000,movie,2020,113,"Action,Crime,Sci-Fi",6.0,103355.0
no exit,tt7550014,movie,2022,95,"Drama,Mystery,Thriller",6.2,38651.0
the old guard,tt7556122,movie,2020,125,"Action,Thriller",6.7,209363.0
saint maud,tt7557108,movie,2019,84,"Drama,Horror,Mystery",6.6,55434.0
sound of freedom,tt7599146,movie,2023,131,"Biography,Crime,Drama",7.6,136613.0
the wandering earth,tt7605074,movie,2019,125,"Action,Adventure,Sci-Fi",5.9,39260.0
the open house,tt7608028,movie,2018,94,"Horror,Thriller",3.3,39359.0
what men want,tt7634968,movie,2019,117,"Comedy,Fantasy,Romance",5.4,34659.0
boss level,tt7638348,movie,2020,100,"Action,Adventure,Comedy",6.8,89533.0
marriage story,tt7653254,movie,2019,137,"Drama,Romance",7.9,370591.0
death on the nile,tt7657566,movie,2022,127,"Crime,Drama,Mystery",6.3,209124.0
three identical strangers,tt7664504,movie,2018,96,"Biography,Documentary,Drama",7.6,44857.0
searching,tt7668870,movie,2018,102,"Drama,Mystery,Thriller",7.6,191708.0
devotion,tt7693316,movie,2022,139,"Action,Biography,Drama",6.6,32507.0
alone,tt7711170,movie,2020,98,"Drama,Mystery,Thriller",6.2,35551.0
birds of prey and the fantabulous emancipation of one harley quinn,tt7713068,movie,2020,109,"Action,Comedy,Crime",6.1,281520.0
bharat,tt7721800,movie,2019,150,"Action,Comedy,Drama",4.7,33672.0
badhaai ho,tt7725596,movie,2018,124,"Comedy,Drama",7.9,40644.0
stuber,tt7734218,movie,2019,93,"Action,Comedy,Crime",6.2,54392.0
kate,tt7737528,movie,2021,106,"Action,Adventure,Crime",6.3,76654.0
greenland,tt7737786,movie,2020,119,"Action,Adventure,Thriller",6.4,166072.0
woman of the hour,tt7737800,movie,2023,95,"Crime,Drama,Mystery",6.6,73843.0
nightmare alley,tt7740496,movie,2021,150,"Crime,Drama,Thriller",7.0,181849.0
antlers,tt7740510,movie,2021,99,"Drama,Horror,Mystery",5.9,49407.0
mortal world,tt7748244,movie,2018,107,"Action,Comedy,Crime",7.6,34597.0
brightburn,tt7752126,movie,2019,90,"Drama,Fantasy,Horror",6.1,120638.0
the perfection,tt7772580,movie,2018,90,"Drama,Horror,Thriller",6.2,53455.0
free solo,tt7775622,movie,2018,100,"Adventure,Documentary,Sport",8.1,86755.0
hereditary,tt7784604,movie,2018,127,"Drama,Horror,Mystery",7.3,451657.0
we have a ghost,tt7798604,movie,2023,126,"Adventure,Comedy,Family",6.1,36742.0
ready or not,tt7798634,movie,2019,95,"Action,Comedy,Horror",6.9,236117.0
marighella,tt7825208,movie,2019,155,"Action,Biography,Drama",7.1,56843.0
kgf chapter 1,tt7838252,movie,2018,154,"Action,Crime,Drama",8.2,110541.0
enola holmes,tt7846844,movie,2020,123,"Adventure,Crime,Drama",6.6,244530.0
sadak 2,tt7886848,movie,2020,133,"Action,Drama",1.2,97185.0
nobody,tt7888964,movie,2021,92,"Action,Crime,Drama",7.4,389493.0
they shall not grow old,tt7905466,movie,2018,99,"Documentary,History,War",8.2,40634.0
one cut of the dead,tt7914416,movie,2017,96,"Comedy,Drama,Horror",7.6,35075.0
im thinking of ending things,tt7939766,movie,2020,134,"Drama,Thriller",6.5,109530.0
prospect,tt7946422,movie,2018,100,"Adventure,Drama,Sci-Fi",6.3,40200.0
ma,tt7958736,movie,2019,99,"Horror,Mystery,Thriller",5.6,70356.0
the mule,tt7959026,movie,2018,116,"Crime,Drama,Thriller",7.0,168058.0
dragon ball super broly,tt7961060,movie,2018,100,"Action,Adventure,Animation",7.7,36697.0
jumanji the next level,tt7975244,movie,2019,123,"Action,Adventure,Comedy",6.6,317265.0
the mitchells vs the machines,tt7979580,movie,2021,114,"Adventure,Animation,Comedy",7.6,141608.0
the lighthouse,tt7984734,movie,2019,109,"Drama,Fantasy,Horror",7.4,300002.0
the king,tt7984766,movie,2019,140,"Biography,Drama,History",7.3,176837.0
the legend of tomiris,tt7985648,movie,2019,156,"Action,Drama,Fantasy",6.3,43801.0
operation fortune ruse de guerre,tt7985704,movie,2023,114,"Action,Adventure,Comedy",6.3,110065.0
red notice,tt7991608,movie,2021,118,"Action,Comedy,Thriller",6.3,352737.0
hustle,tt8009428,movie,2022,117,"Comedy,Drama,Sport",7.3,163281.0
jurassic world dominion,tt8041270,movie,2022,147,"Action,Adventure,Sci-Fi",5.6,244378.0
shoplifters,tt8075192,movie,2018,121,"Crime,Drama,Thriller",7.9,94711.0
yesterday,tt8079248,movie,2019,116,"Comedy,Fantasy,Music",6.8,184223.0
hypnotic,tt8080204,movie,2023,93,"Action,Drama,Mystery",5.5,46106.0
the woman king,tt8093700,movie,2022,135,"Action,Drama,History",6.9,82711.0
turning red,tt8097030,movie,2022,100,"Adventure,Animation,Comedy",6.9,172605.0
6 underground,tt8106534,movie,2019,128,"Action,Thriller",6.1,210482.0
andhadhun,tt8108198,movie,2018,139,"Crime,Mystery,Thriller",8.2,115468.0
stree,tt8108202,movie,2018,128,"Comedy,Horror",7.5,47603.0
the tashkent files,tt8108268,movie,2019,134,"Drama,Mystery,Thriller",8.0,38952.0
tanhaji the unsung warrior,tt8108274,movie,2020,135,"Action,Biography,Drama",7.5,38583.0
the many saints of newark,tt8110232,movie,2021,120,"Crime,Drama",6.3,68375.0
dil bechara,tt8110330,movie,2020,101,"Comedy,Drama,Romance",8.3,137503.0
in the shadow of the moon,tt8110640,movie,2019,115,"Action,Crime,Mystery",6.2,67219.0
bodies bodies bodies,tt8110652,movie,2022,94,"Comedy,Horror,Mystery",6.1,89593.0
willys wonderland,tt8114980,movie,2021,88,"Action,Comedy,Horror",5.5,43923.0
the bad guys,tt8115900,movie,2022,100,"Adventure,Animation,Comedy",6.9,78986.0
badla,tt8130968,movie,2019,118,"Crime,Drama,Mystery",7.7,34481.0
honey boy,tt8151874,movie,2019,94,Drama,7.2,42897.0
happy death day 2u,tt8155288,movie,2019,100,"Comedy,Horror,Mystery",6.2,95455.0
rrr,tt8178634,movie,2022,187,"Action,Adventure,Drama",7.8,202423.0
the perfect date,tt8201170,movie,2019,89,"Comedy,Romance",5.8,46356.0
you should have left,tt8201852,movie,2020,93,"Horror,Mystery,Thriller",5.4,31047.0
bad education,tt8206668,movie,2019,108,"Biography,Comedy,Crime",7.1,45925.0
the platform,tt8228288,movie,2019,94,"Horror,Mystery,Sci-Fi",7.0,322137.0
the report,tt8236336,movie,2019,119,"Biography,Crime,Drama",7.2,56452.0
tumbbad,tt8239946,movie,2018,108,"Drama,Fantasy,Horror",8.2,74299.0
my spy,tt8242084,movie,2020,99,"Action,Comedy",6.4,41476.0
the hunt,tt8244784,movie,2020,90,"Action,Horror,Thriller",6.6,152114.0
capernaum,tt8267604,movie,2018,126,Drama,8.4,123334.0
uri the surgical strike,tt8291224,movie,2019,138,"Action,Drama,History",8.2,82118.0
pain and glory,tt8291806,movie,2019,113,Drama,7.5,66915.0
jerry and marge go large,tt8323668,movie,2022,96,"Biography,Comedy,Drama",6.9,33980.0
a quiet place part ii,tt8332922,movie,2020,97,"Drama,Horror,Sci-Fi",7.2,320270.0
annabelle comes home,tt8350360,movie,2019,106,"Horror,Mystery,Thriller",5.9,101088.0
the 355,tt8356942,movie,2022,122,"Action,Thriller",5.6,43421.0
climax,tt8359848,movie,2018,97,"Drama,Horror,Music",6.9,89324.0
cam,tt8361028,movie,2018,94,"Drama,Horror,Mystery",5.9,39477.0
crawl,tt8364368,movie,2019,87,"Action,Horror,Thriller",6.1,102181.0
the gentlemen,tt8367814,movie,2019,113,"Action,Comedy,Crime",7.8,454285.0
the apprentice,tt8368368,movie,2024,122,"Biography,Drama,History",7.1,72296.0
vivarium,tt8368406,movie,2019,97,"Horror,Mystery,Sci-Fi",5.9,89505.0
gunpowder milkshake,tt8368408,movie,2021,114,"Action,Crime,Thriller",6.1,55565.0
the courier,tt8368512,movie,2020,112,"Drama,History,Mystery",7.2,81420.0
swallow,tt8372298,movie,2019,94,"Drama,History,Thriller",6.5,32180.0
hitmans wifes bodyguard,tt8385148,movie,2021,100,"Action,Comedy,Crime",6.1,118874.0
a dogs journey,tt8385474,movie,2019,109,"Adventure,Comedy,Drama",7.5,32611.0
snake eyes,tt8404256,movie,2021,121,"Action,Adventure,Crime",5.4,48180.0
the two popes,tt8404614,movie,2019,125,"Biography,Drama",7.6,146198.0
shamshera,tt8426926,movie,2022,178,"Action,Adventure,Drama",4.7,57737.0
hamilton,tt8503618,movie,2020,160,"Biography,Drama,History",8.3,138141.0
his house,tt8508734,movie,2020,93,"Drama,Horror,Thriller",6.4,54352.0
bob marley one love,tt8521778,movie,2024,107,"Biography,Drama,Music",6.2,38709.0
yes day,tt8521876,movie,2021,86,"Comedy,Family",5.7,34695.0
happiest season,tt8522006,movie,2020,102,"Comedy,Romance",6.6,53189.0
dolemite is my name,tt8526872,movie,2019,118,"Biography,Comedy,Drama",7.2,67982.0
the way back,tt8544498,movie,2020,108,"Drama,Sport",6.7,56470.0
1917,tt8579674,movie,2019,119,"Action,Drama,War",8.2,766396.0
eurovision song contest the story of fire saga,tt8580274,movie,2020,123,"Comedy,Music",6.5,109040.0
teenage mutant ninja turtles mutant mayhem,tt8589698,movie,2023,99,"Action,Adventure,Animation",7.2,77640.0
portrait of a lady on fire,tt8613070,movie,2019,122,"Drama,Romance",8.0,126385.0
last christmas,tt8623904,movie,2019,103,"Comedy,Drama,Fantasy",6.5,105957.0
spenser confidential,tt8629748,movie,2020,111,"Action,Comedy,Crime",6.2,106058.0
quo vadis aida,tt8633462,movie,2020,101,"Drama,History,War",8.0,41722.0
run,tt8633478,movie,2020,90,"Drama,Horror,Mystery",6.7,111973.0
the farewell,tt8637428,movie,2019,100,"Comedy,Drama",7.5,75435.0
waves,tt8652728,movie,2019,135,"Drama,Romance,Sport",7.5,37762.0
childs play,tt8663516,movie,2019,90,"Drama,Horror,Sci-Fi",5.7,60316.0
tu jhoothi main makkaar,tt8672856,movie,2023,150,"Comedy,Romance",6.0,30482.0
21 bridges,tt8688634,movie,2019,99,"Action,Adventure,Crime",6.7,80520.0
the dead dont die,tt8695030,movie,2019,104,"Action,Comedy,Crime",5.4,101708.0
the hating game,tt8718158,movie,2021,102,"Comedy,Romance",6.2,34996.0
tick tick boom,tt8721424,movie,2021,115,"Biography,Comedy,Drama",7.5,128241.0
queen slim,tt8722346,movie,2019,132,"Crime,Drama,Romance",7.1,37090.0
the swimmers,tt8745676,movie,2022,134,"Biography,Drama,Sport",7.4,40245.0
m3gan,tt8760708,movie,2022,102,"Horror,Sci-Fi,Thriller",6.3,180707.0
midsommar,tt8772262,movie,2019,148,"Drama,Horror,Mystery",7.1,480118.0
freaks,tt8781414,movie,2018,105,"Drama,Fantasy,Mystery",6.7,44586.0
ava,tt8784956,movie,2020,96,"Action,Crime,Drama",5.5,67932.0
kraven the hunter,tt8790086,movie,2024,127,"Action,Adventure,Thriller",5.5,79960.0
the french dispatch,tt8847712,movie,2021,107,"Comedy,Drama,Romance",7.1,166840.0
peninsula,tt8850222,movie,2020,116,"Action,Drama,Horror",5.5,43150.0
transformers one,tt8864596,movie,2024,104,"Action,Adventure,Animation",7.6,63679.0
dc league of superpets,tt8912936,movie,2022,105,"Action,Adventure,Animation",6.8,79804.0
extraction,tt8936646,movie,2020,116,"Action,Crime,Thriller",6.8,288156.0
knives out,tt8946378,movie,2019,130,"Comedy,Crime,Drama",7.9,872401.0
the princess switch,tt8954732,movie,2018,101,"Comedy,Drama,Family",6.1,34354.0
radhe shyam,tt8960382,movie,2022,138,Romance,5.2,33374.0
kabir singh,tt8983202,movie,2019,173,"Drama,Romance",7.0,45280.0
the brutalist,tt8999762,movie,2024,216,Drama,7.2,135273.0
synchronic,tt9016974,movie,2019,102,"Drama,Horror,Mystery",6.2,45869.0
eternals,tt9032400,movie,2021,156,"Action,Adventure,Fantasy",6.2,424758.0
living,tt9051908,movie,2022,102,Drama,7.2,39306.0
chhichhore,tt9052870,movie,2019,143,"Comedy,Drama,Romance",8.3,72165.0
dark waters,tt9071322,movie,2019,126,"Biography,Drama,History",7.6,120771.0
relic,tt9072352,movie,2020,89,"Drama,Horror,Mystery",6.0,32940.0
gretel hansel,tt9086228,movie,2020,87,"Fantasy,Horror,Mystery",5.5,38948.0
cobweb,tt9100018,movie,2023,88,"Horror,Mystery,Thriller",5.9,46194.0
the lost daughter,tt9100054,movie,2021,121,Drama,6.7,81441.0
wrong turn,tt9110170,movie,2021,109,"Drama,Horror,Mystery",5.6,41890.0
black panther wakanda forever,tt9114286,movie,2022,161,"Action,Adventure,Drama",6.6,367220.0
the eyes of tammy faye,tt9115530,movie,2021,126,"Biography,Drama,Romance",6.6,58479.0
cherry,tt9130508,movie,2021,142,"Biography,Crime,Drama",6.6,41787.0
vikram,tt9179430,movie,2022,175,"Action,Crime,Thriller",8.3,88965.0
are you there god its me margaret,tt9185206,movie,2023,106,"Comedy,Drama,Family",7.3,37768.0
cuties,tt9196192,movie,2020,96,Drama,3.6,33266.0
three thousand years of longing,tt9198364,movie,2022,108,"Drama,Fantasy,Romance",6.7,72125.0
stowaway,tt9203694,movie,2021,116,"Adventure,Sci-Fi,Thriller",5.7,56467.0
monkey man,tt9214772,movie,2024,121,"Action,Crime,Thriller",6.8,99336.0
emma,tt9214832,movie,2020,124,"Comedy,Drama,Romance",6.7,71175.0
gladiator ii,tt9218128,movie,2024,148,"Action,Adventure,Drama",6.5,292021.0
meg 2 the trench,tt9224104,movie,2023,116,"Action,Adventure,Horror",5.0,101098.0
the green knight,tt9243804,movie,2021,130,"Adventure,Drama,Fantasy",6.6,130961.0
el camino,tt9243946,movie,2019,122,"Crime,Drama,Thriller",7.3,340478.0
mosul,tt9252468,movie,2019,101,"Action,Drama,Thriller",7.1,33008.0
rocketry the nambi effect,tt9263550,movie,2022,157,"Biography,Drama",8.6,61978.0
