norm_title,tconst,titleType,startYear,runtimeMinutes,genres,averageRating,numVotes
identity thief,tt2024432,movie,2013,111,"Comedy,Crime,Drama",5.7,148373.0
nonstop,tt2024469,movie,2014,106,"Action,Mystery,Thriller",6.9,286931.0
the broken circle breakdown,tt2024519,movie,2012,111,"Drama,Music,Romance",7.7,45130.0
12 years a slave,tt2024544,movie,2013,134,"Biography,Drama,History",8.1,784028.0
what is a woman,tt20256528,movie,2022,95,Documentary,8.1,47332.0
the finest hours,tt2025690,movie,2016,117,"Action,Drama,History",6.7,74459.0
laggies,tt2034031,movie,2014,99,"Comedy,Drama,Romance",6.4,47285.0
the great wall,tt2034800,movie,2016,103,"Action,Adventure,Fantasy",5.9,158752.0
flatliners,tt2039338,movie,2017,109,"Drama,Horror,Mystery",5.2,53993.0
the gambler,tt2039393,movie,2014,111,"Crime,Drama,Thriller",6.0,77542.0
inside llewyn davis,tt2042568,movie,2013,104,"Drama,Music",7.4,171559.0
beetlejuice beetlejuice,tt2049403,movie,2024,105,"Comedy,Fantasy,Horror",6.6,172361.0
europa report,tt2051879,movie,2013,90,"Drama,Mystery,Sci-Fi",6.4,79089.0
rust and bone,tt2053425,movie,2012,120,"Drama,Romance",7.4,72891.0
side effects,tt2053463,movie,2013,106,"Crime,Drama,Mystery",7.0,204861.0
the promised land,tt20561198,movie,2023,127,"Action,Biography,Drama",7.7,39963.0
a bigger splash,tt2056771,movie,2015,125,"Drama,Music,Thriller",6.4,36494.0
eye in the sky,tt2057392,movie,2015,102,"Action,Drama,Thriller",7.3,95776.0
the railway man,tt2058107,movie,2013,116,"Biography,Drama,Romance",7.1,44420.0
point break,tt2058673,movie,2015,114,"Action,Adventure,Crime",5.3,69073.0
13 sins,tt2059171,movie,2014,93,"Horror,Thriller",6.3,41938.0
rocketman,tt2066051,movie,2019,121,"Biography,Drama,Music",7.3,208355.0
open grave,tt2071550,movie,2013,102,"Horror,Mystery,Sci-Fi",6.1,32720.0
sleepless,tt2072233,movie,2017,95,"Action,Crime,Thriller",5.6,36432.0
holy motors,tt2076220,movie,2012,115,"Drama,Fantasy",7.0,51175.0
ip man 4 the finale,tt2076298,movie,2019,107,"Action,Biography,Drama",7.0,40593.0
chaos walking,tt2076822,movie,2021,109,"Action,Adventure,Drama",5.7,63269.0
steve jobs,tt2080374,movie,2015,122,"Biography,Drama",7.2,186873.0
barfi,tt2082197,movie,2012,151,"Comedy,Drama,Romance",8.1,93338.0
trouble with the curve,tt2083383,movie,2012,111,"Drama,Romance,Sport",6.8,71923.0
the imitation game,tt2084970,movie,2014,114,"Biography,Drama,Thriller",8.0,874874.0
upstream color,tt2084989,movie,2013,96,"Drama,Mystery,Sci-Fi",6.5,36080.0
sita ramam,tt20850406,movie,2022,163,"Action,Drama,Musical",8.5,83164.0
big game,tt2088003,movie,2014,110,"Action,Adventure,Comedy",5.4,37099.0
captain underpants the first epic movie,tt2091256,movie,2017,89,"Action,Adventure,Animation",6.2,36355.0
promised land,tt2091473,movie,2012,106,Drama,6.6,40926.0
mr right,tt2091935,movie,2015,95,"Action,Comedy,Crime",6.3,65477.0
hours,tt2094018,movie,2013,97,"Drama,Thriller",6.3,31856.0
assassins creed,tt2094766,movie,2016,115,"Action,Adventure,Sci-Fi",5.6,218626.0
dumb and dumber to,tt2096672,movie,2014,109,Comedy,5.6,153200.0
inside out,tt2096673,movie,2015,95,"Adventure,Animation,Comedy",8.1,908834.0
mcfarland usa,tt2097298,movie,2015,129,"Biography,Drama,Sport",7.4,46232.0
hit and run,tt2097307,movie,2012,100,"Action,Adventure,Comedy",6.1,39017.0
dead man down,tt2101341,movie,2013,118,"Action,Adventure,Crime",6.4,71800.0
knight of cups,tt2101383,movie,2015,118,"Drama,Fantasy,Romance",5.6,31708.0
spring breakers,tt2101441,movie,2012,94,"Crime,Drama,Thriller",5.3,154191.0
the physician,tt2101473,movie,2013,155,"Adventure,Drama,History",7.2,44834.0
in your eyes,tt2101569,movie,2014,106,"Fantasy,Romance",6.9,32917.0
fallen leaves,tt21027780,movie,2023,81,"Comedy,Drama,Romance",7.3,36271.0
maniac,tt2103217,movie,2012,89,"Crime,Horror,Thriller",6.1,42637.0
tammy,tt2103254,movie,2014,97,"Comedy,Romance",4.9,56829.0
adore,tt2103267,movie,2013,112,"Drama,Romance",6.2,38662.0
dawn of the planet of the apes,tt2103281,movie,2014,130,"Action,Adventure,Drama",7.6,510028.0
vhs,tt2105044,movie,2012,116,"Fantasy,Horror,Mystery",5.8,75256.0
a family affair,tt21051906,movie,2024,111,"Comedy,Drama,Romance",5.4,39693.0
into the storm,tt2106361,movie,2014,89,"Action,Adventure,Drama",5.8,74086.0
the iron claw,tt21064584,movie,2023,132,"Biography,Drama,Sport",7.5,117828.0
the hunt,tt2106476,movie,2012,115,Drama,8.3,406882.0
spectral,tt2106651,movie,2016,107,"Action,Adventure,Sci-Fi",6.3,70377.0
paranormal activity 4,tt2109184,movie,2012,88,"Horror,Mystery",4.7,73750.0
transformers age of extinction,tt2109248,movie,2014,165,"Action,Adventure,Comedy",5.6,348554.0
a different man,tt21097228,movie,2024,112,"Drama,Thriller",6.9,37367.0
chennai express,tt2112124,movie,2013,141,"Action,Comedy,Romance",6.3,71898.0
the 100 yearold man who climbed out the window and disappeared,tt2113681,movie,2013,114,"Adventure,Comedy",7.0,44173.0
the final girls,tt2118624,movie,2015,91,"Comedy,Fantasy,Horror",6.5,57011.0
lisa frankenstein,tt21188080,movie,2024,101,"Comedy,Horror,Romance",6.1,31914.0
all of us strangers,tt21192142,movie,2023,105,"Drama,Romance",7.6,78298.0
hacksaw ridge,tt2119532,movie,2016,139,"Biography,Drama,History",8.1,675782.0
the house with a clock in its walls,tt2119543,movie,2018,105,"Comedy,Family,Fantasy",6.1,59511.0
pixels,tt2120120,movie,2015,105,"Action,Adventure,Comedy",5.6,178376.0
force majeure,tt2121382,movie,2014,120,"Comedy,Drama",7.2,72553.0
ghostbusters frozen empire,tt21235248,movie,2024,115,"Adventure,Comedy,Fantasy",6.1,104932.0
beasts of the southern wild,tt2125435,movie,2012,93,"Adventure,Drama,Fantasy",7.2,86707.0
searching for sugar man,tt2125608,movie,2012,86,"Biography,Documentary,Music",8.2,76124.0
back to black,tt21261712,movie,2024,122,"Biography,Drama,Music",6.3,30602.0
san andreas,tt2126355,movie,2015,114,"Action,Adventure,Thriller",6.1,274736.0
second act,tt2126357,movie,2018,103,"Comedy,Drama,Romance",5.8,32252.0
the bling ring,tt2132285,movie,2013,90,"Biography,Crime,Drama",5.6,95624.0
carryon,tt21382296,movie,2024,119,"Action,Crime,Thriller",6.5,191657.0
crew,tt21383812,movie,2024,118,"Comedy,Drama",5.8,39457.0
playing it cool,tt2139555,movie,2014,94,"Comedy,Romance",5.9,31882.0
long shot,tt2139881,movie,2019,125,"Comedy,Romance",6.8,128202.0
wolf children,tt2140203,movie,2012,117,"Animation,Drama,Family",8.1,54470.0
saving mr banks,tt2140373,movie,2013,125,"Biography,Comedy,Drama",7.5,175338.0
selfless,tt2140379,movie,2015,117,"Action,Mystery,Sci-Fi",6.5,107778.0
tanu weds manu returns,tt2140465,movie,2015,128,"Comedy,Drama,Romance",7.6,30637.0
the accountant,tt2140479,movie,2016,128,"Action,Crime,Drama",7.3,393890.0
the current war,tt2140507,movie,2017,102,"Biography,Drama,History",6.5,33179.0
two night stand,tt2140619,movie,2014,86,"Comedy,Romance",6.3,76368.0
the bikeriders,tt21454134,movie,2023,116,"Crime,Drama",6.6,76765.0
lost ladies,tt21626284,movie,2023,122,"Comedy,Drama",8.3,59149.0
tracks,tt2167266,movie,2013,112,"Adventure,Biography,Drama",7.1,33004.0
kung fu panda 4,tt21692408,movie,2024,94,"Action,Adventure,Animation",6.3,80451.0
bad words,tt2170299,movie,2013,89,"Comedy,Drama",6.7,58011.0
horrible bosses 2,tt2170439,movie,2014,108,"Comedy,Crime",6.3,193038.0
st vincent,tt2170593,movie,2014,102,"Comedy,Drama",7.2,113149.0
maps to the stars,tt2172584,movie,2014,111,"Comedy,Drama,Mystery",6.2,44620.0
3 days to kill,tt2172934,movie,2014,117,"Action,Drama,Thriller",6.2,101220.0
jab tak hai jaan,tt2176013,movie,2012,176,"Drama,Romance",6.7,62542.0
the monuments men,tt2177771,movie,2014,118,"Biography,Comedy,Drama",6.1,148259.0
yeh jawaani hai deewani,tt2178470,movie,2013,160,"Comedy,Drama,Musical",7.3,57565.0
the kings of summer,tt2179116,movie,2013,95,"Adventure,Comedy,Drama",7.1,87348.0
american sniper,tt2179136,movie,2014,133,"Action,Biography,Drama",7.3,567156.0
deep water,tt2180339,movie,2022,115,"Crime,Drama,Mystery",5.5,70877.0
into the woods,tt2180411,movie,2014,125,"Adventure,Comedy,Drama",5.9,153428.0
saw x,tt21807222,movie,2023,118,"Horror,Mystery,Thriller",6.6,96862.0
english vinglish,tt2181931,movie,2012,134,"Comedy,Drama,Family",7.8,44822.0
a real pain,tt21823606,movie,2024,90,"Comedy,Drama",7.0,139541.0
love at first sight,tt2183014,movie,2023,91,"Drama,Romance",6.8,42396.0
upgraded,tt21830902,movie,2024,104,"Comedy,Romance",6.1,33023.0
the purge,tt2184339,movie,2013,85,"Horror,Sci-Fi,Thriller",5.8,259515.0
blackberry,tt21867434,movie,2023,120,"Biography,Comedy,Drama",7.3,68497.0
thuppakki,tt2187153,movie,2012,165,"Action,Crime,Musical",8.1,41125.0
culpa mía,tt21909764,movie,2023,117,"Drama,Romance",6.1,43429.0
grown ups 2,tt2191701,movie,2013,101,Comedy,5.4,189815.0
the counselor,tt2193215,movie,2013,117,"Action,Adventure,Crime",5.4,109688.0
dream scenario,tt21942866,movie,2023,102,"Comedy,Drama,Fantasy",6.8,92846.0
about time,tt2194499,movie,2013,123,"Comedy,Drama,Fantasy",7.8,431359.0
run all night,tt2199571,movie,2015,114,"Action,Crime,Thriller",6.6,119677.0
vishwaroopam,tt2199711,movie,2013,148,"Action,Thriller",7.9,43259.0
inside out 2,tt22022452,movie,2024,96,"Adventure,Animation,Comedy",7.5,247034.0
aashiqui 2,tt2203308,movie,2013,132,"Drama,Music,Musical",7.1,38013.0
the other woman,tt2203939,movie,2014,109,"Comedy,Romance",6.0,160223.0
priscilla,tt22041854,movie,2023,113,"Biography,Drama,Music",6.4,54044.0
maxxxine,tt22048412,movie,2024,103,"Crime,Horror",6.2,85203.0
stuck in love,tt2205697,movie,2012,97,"Comedy,Drama,Romance",7.2,95377.0
before midnight,tt2209418,movie,2013,109,"Drama,Romance",7.9,185029.0
transcendence,tt2209764,movie,2014,119,"Drama,Sci-Fi,Thriller",6.2,246501.0
kai po che,tt2213054,movie,2013,120,"Drama,Sport",7.8,39904.0
love and monsters,tt2222042,movie,2020,109,"Action,Adventure,Comedy",6.9,158809.0
draft day,tt2223990,movie,2014,110,"Drama,Sport",6.8,72875.0
home,tt2224026,movie,2015,94,"Adventure,Animation,Comedy",6.5,120728.0
insidious chapter 2,tt2226417,movie,2013,106,"Horror,Mystery,Thriller",6.6,201803.0
the mountain between us,tt2226597,movie,2017,112,"Drama,Thriller",6.4,88162.0
don jon,tt2229499,movie,2013,90,"Comedy,Drama,Romance",6.5,254623.0
chor nikal ke bhaga,tt22297828,movie,2023,110,"Crime,Drama,Thriller",7.2,56323.0
curse of chucky,tt2230358,movie,2013,97,"Horror,Thriller",5.6,47492.0
wild card,tt2231253,movie,2015,92,"Action,Crime,Drama",5.6,64381.0
rampage,tt2231461,movie,2018,107,"Action,Adventure,Sci-Fi",6.1,200547.0
grave encounters 2,tt2231554,movie,2012,98,"Horror,Mystery",5.1,30033.0
calvary,tt2234003,movie,2014,102,"Crime,Drama,Mystery",7.4,67710.0
the internship,tt2234155,movie,2013,119,Comedy,6.3,227090.0
rebecca,tt2235695,movie,2020,123,"Drama,Mystery,Romance",6.1,50215.0
strange darling,tt22375054,movie,2023,97,"Horror,Thriller",7.0,68072.0
white bird in a blizzard,tt2238050,movie,2014,91,"Drama,Mystery,Thriller",6.4,31134.0
valerian and the city of a thousand planets,tt2239822,movie,2017,136,"Action,Adventure,Animation",6.4,208879.0
kinds of kindness,tt22408160,movie,2024,164,"Comedy,Drama,Horror",6.4,70764.0
money monster,tt2241351,movie,2016,98,"Action,Crime,Drama",6.5,111914.0
a haunted house,tt2243537,movie,2013,86,"Comedy,Fantasy,Horror",5.1,54515.0
i give it a year,tt2244901,movie,2013,97,"Comedy,Romance",5.7,40874.0
big hero 6,tt2245084,movie,2014,102,"Action,Adventure,Animation",7.8,550686.0
spiderman homecoming,tt2250912,movie,2017,133,"Action,Adventure,Sci-Fi",7.4,791611.0
eega,tt2258337,movie,2012,145,"Action,Comedy,Drama",7.7,30223.0
black sea,tt2261331,movie,2014,114,"Adventure,Drama,Thriller",6.4,43072.0
the book of life,tt2262227,movie,2014,95,"Adventure,Animation,Comedy",7.2,84094.0
dragon ball z battle of gods,tt2263944,movie,2013,85,"Action,Adventure,Animation",7.1,31967.0
the raid 2,tt2265171,movie,2014,150,"Action,Crime,Thriller",7.9,138533.0
drinking buddies,tt2265398,movie,2013,90,"Comedy,Drama,Romance",6.1,62436.0
kung fu panda 3,tt2267968,movie,2016,95,"Action,Adventure,Animation",7.1,216360.0
gone girl,tt2267998,movie,2014,149,"Drama,Mystery,Thriller",8.1,1162764.0
magic mike xxl,tt2268016,movie,2015,115,"Comedy,Drama,Music",5.6,63507.0
a haunting in venice,tt22687790,movie,2023,103,"Crime,Drama,Horror",6.5,140408.0
true story,tt2273657,movie,2015,99,"Biography,Crime,Drama",6.3,75719.0
hellboy,tt2274648,movie,2019,120,"Action,Adventure,Fantasy",5.3,107105.0
redirected,tt2275946,movie,2014,99,"Action,Comedy,Crime",6.4,35004.0
finding dory,tt2277860,movie,2016,97,"Adventure,Animation,Comedy",7.2,332247.0
the grand budapest hotel,tt2278388,movie,2014,99,"Comedy,Drama",8.1,964888.0
blue is the warmest colour,tt2278871,movie,2013,180,"Drama,Romance",7.6,172732.0
the spongebob movie sponge out of water,tt2279373,movie,2015,92,"Adventure,Animation,Comedy",6.0,67361.0
muppets most wanted,tt2281587,movie,2014,107,"Adventure,Comedy,Crime",6.4,39272.0
men in black international,tt2283336,movie,2019,114,"Action,Adventure,Comedy",5.6,159902.0
jumanji welcome to the jungle,tt2283362,movie,2017,119,"Action,Adventure,Comedy",6.9,499449.0
omg oh my god,tt2283748,movie,2012,125,"Comedy,Drama,Fantasy",8.1,70871.0
minions,tt2293640,movie,2015,91,"Adventure,Animation,Comedy",6.4,282926.0
22 jump street,tt2294449,movie,2014,112,"Action,Comedy,Crime",7.0,437782.0
frozen,tt2294629,movie,2013,102,"Adventure,Animation,Comedy",7.4,710221.0
in a world,tt2294677,movie,2013,93,Comedy,6.6,33837.0
olympus has fallen,tt2302755,movie,2013,119,"Action,Thriller",6.5,306088.0
mandela long walk to freedom,tt2304771,movie,2013,141,"Biography,Drama,History",7.1,30036.0
the 5th wave,tt2304933,movie,2016,112,"Action,Adventure,Sci-Fi",5.2,125932.0
wild,tt2305051,movie,2014,115,"Adventure,Biography,Drama",7.1,145934.0
the hobbit the battle of the five armies,tt2310332,movie,2014,144,"Adventure,Fantasy",7.4,615396.0
homefront,tt2312718,movie,2013,100,"Action,Crime,Thriller",6.5,142144.0
immaculate,tt23137390,movie,2024,89,"Horror,Thriller",5.8,60161.0
rebel moon part two the scargiver,tt23137904,movie,2024,122,"Action,Adventure,Drama",5.3,63299.0
eden,tt23149780,movie,2024,129,"Adventure,Drama,History",6.5,42151.0
alien covenant,tt2316204,movie,2017,122,"Horror,Sci-Fi,Thriller",6.4,343505.0
enemy,tt2316411,movie,2013,91,"Drama,Mystery,Thriller",6.9,237865.0
the machine,tt2317225,movie,2013,91,"Action,Drama,Sci-Fi",6.0,32879.0
vicky donor,tt2317337,movie,2012,126,"Comedy,Romance",7.7,47865.0
endless love,tt2318092,movie,2014,104,"Drama,Mystery,Romance",6.2,49187.0
my life as a zucchini,tt2321405,movie,2016,70,"Animation,Comedy,Drama",7.8,32697.0
the babadook,tt2321549,movie,2014,94,"Drama,Horror,Mystery",6.8,268913.0
fifty shades of grey,tt2322441,movie,2015,125,"Drama,Romance,Thriller",4.2,355110.0
a girl walks home alone at night,tt2326554,movie,2014,101,"Drama,Horror,Romance",6.9,41207.0
the captive,tt2326612,movie,2014,112,"Crime,Drama,Mystery",5.9,37634.0
mary queen of scots,tt2328900,movie,2018,124,"Biography,Drama,History",6.3,60485.0
godzilla minus one,tt23289160,movie,2023,124,"Action,Adventure,Drama",7.6,201787.0
like father like son,tt2331143,movie,2013,121,Drama,7.8,30851.0
the expendables 3,tt2333784,movie,2014,126,"Action,Adventure,Comedy",6.1,205612.0
the zero theorem,tt2333804,movie,2013,107,"Comedy,Drama,Fantasy",6.0,51640.0
fruitvale station,tt2334649,movie,2013,85,"Biography,Crime,Drama",7.5,91556.0
snatched,tt2334871,movie,2017,90,"Action,Adventure,Comedy",4.7,39192.0
blue jasmine,tt2334873,movie,2013,98,"Comedy,Drama,Romance",7.3,219629.0
white house down,tt2334879,movie,2013,131,"Action,Drama,Thriller",6.3,248344.0
pk,tt2338151,movie,2014,153,"Comedy,Drama,Musical",8.1,221587.0
the woman in black 2 angel of death,tt2339741,movie,2014,98,"Drama,Horror,Thriller",4.8,30447.0
third person,tt2343793,movie,2013,137,"Drama,Romance",6.3,30232.0
the rover,tt2345737,movie,2014,103,"Action,Crime,Drama",6.4,54256.0
the mummy,tt2345759,movie,2017,110,"Action,Adventure,Fantasy",5.4,221147.0
longlegs,tt23468450,movie,2024,101,"Crime,Horror,Mystery",6.5,221350.0
frances ha,tt2347569,movie,2012,86,"Comedy,Drama,Romance",7.4,101999.0
the lunchbox,tt2350496,movie,2013,104,"Drama,Romance",7.8,67603.0
elevation,tt23558280,movie,2024,91,"Action,Horror,Mystery",5.6,30260.0
american fiction,tt23561236,movie,2023,117,"Comedy,Drama",7.5,132831.0
bhaag milkha bhaag,tt2356180,movie,2013,186,"Biography,Drama,Sport",8.2,78496.0
jobs,tt2357129,movie,2013,128,"Biography,Drama",6.0,107172.0
rio 2,tt2357291,movie,2014,101,"Adventure,Animation,Comedy",6.3,110713.0
the great beauty,tt2358891,movie,2013,141,Drama,7.7,105717.0
unfinished business,tt2358925,movie,2015,91,"Comedy,Drama",5.4,37437.0
blue ruin,tt2359024,movie,2013,90,"Crime,Drama,Thriller",7.1,86219.0
raanjhanaa,tt2359810,movie,2013,140,"Drama,Romance",7.6,37934.0
live by night,tt2361317,movie,2016,129,"Action,Crime,Drama",6.4,62177.0
the intern,tt2361509,movie,2015,121,"Comedy,Drama",7.1,307376.0
runner runner,tt2364841,movie,2013,88,"Crime,Mystery,Thriller",5.6,67171.0
the take,tt2368619,movie,2016,92,"Action,Adventure,Crime",6.4,54971.0
need for speed,tt2369135,movie,2014,132,"Action,Crime,Drama",6.4,186244.0
short term 12,tt2370248,movie,2013,96,Drama,7.9,95328.0
kick,tt2372222,movie,2014,146,"Action,Comedy,Crime",5.9,76807.0
monster,tt23736044,movie,2023,127,"Drama,Mystery,Thriller",7.8,40771.0
1 nenokkadine,tt2375559,movie,2014,170,"Action,Thriller",7.9,47704.0
the act of killing,tt2375605,movie,2012,117,"Biography,Crime,Documentary",8.2,44011.0
deliver us from evil,tt2377322,movie,2014,118,"Crime,Horror,Mystery",6.2,90840.0
special 26,tt2377938,movie,2013,144,"Crime,Drama,History",8.0,62189.0
instructions not included,tt2378281,movie,2013,122,"Comedy,Drama",7.5,34365.0
the glass castle,tt2378507,movie,2017,127,"Biography,Drama",7.1,40761.0
spectre,tt2379713,movie,2015,148,"Action,Adventure,Thriller",6.8,494418.0
coco,tt2380307,movie,2017,105,"Adventure,Animation,Drama",8.4,700531.0
brooklyn,tt2381111,movie,2015,117,"Drama,Romance",7.5,158209.0
mission impossible rogue nation,tt2381249,movie,2015,131,"Action,Adventure,Thriller",7.4,444514.0
focus,tt2381941,movie,2015,105,"Comedy,Crime,Drama",6.6,294114.0
the huntsman winters war,tt2381991,movie,2016,114,"Action,Adventure,Drama",6.1,126314.0
nymphomaniac vol ii,tt2382009,movie,2013,124,Drama,6.6,103314.0
no time to die,tt2382320,movie,2021,163,"Action,Adventure,Thriller",7.3,484889.0
joe,tt2382396,movie,2013,117,"Crime,Drama,Thriller",6.8,53414.0
12th fail,tt23849204,movie,2023,147,"Biography,Drama",8.7,169382.0
how to train your dragon the hidden world,tt2386490,movie,2019,104,"Action,Adventure,Animation",7.4,177721.0
dark skies,tt2387433,movie,2013,97,"Horror,Sci-Fi,Thriller",6.3,84684.0
keeping up with the joneses,tt2387499,movie,2016,105,"Action,Comedy",5.9,71873.0
delivery man,tt2387559,movie,2013,105,"Comedy,Drama",6.3,85662.0
oculus,tt2388715,movie,2013,104,"Horror,Mystery,Thriller",6.6,149152.0
mowgli legend of the jungle,tt2388771,movie,2018,104,"Adventure,Drama,Fantasy",6.5,69185.0
enough said,tt2390361,movie,2013,93,"Comedy,Drama,Romance",7.0,69908.0
avengers age of ultron,tt2395427,movie,2015,141,"Action,Adventure,Sci-Fi",7.3,995347.0
gully boy,tt2395469,movie,2019,154,"Drama,Music,Romance",7.9,47028.0
mudbound,tt2396589,movie,2017,134,"Drama,War",7.4,57364.0
predestination,tt2397535,movie,2014,97,"Action,Drama,Sci-Fi",7.4,332981.0
the homesman,tt2398231,movie,2014,122,"Drama,Western",6.6,38407.0
the invitation,tt2400463,movie,2015,100,"Drama,Horror,Mystery",6.6,128786.0
anomalisa,tt2401878,movie,2015,90,"Animation,Comedy,Drama",7.2,78621.0
dark places,tt2402101,movie,2015,113,"Crime,Drama,Mystery",6.2,49832.0
the november man,tt2402157,movie,2014,108,"Action,Adventure,Crime",6.3,73096.0
carol,tt2402927,movie,2015,118,"Drama,Romance",7.3,153272.0
the green inferno,tt2403021,movie,2013,100,"Adventure,Horror",5.4,54533.0
belle,tt2404181,movie,2013,100,"Biography,Drama,Romance",7.3,34775.0
gods of egypt,tt2404233,movie,2016,127,"Action,Adventure,Drama",5.4,135226.0
the family,tt2404311,movie,2013,111,"Comedy,Crime,Thriller",6.3,127759.0
woman in gold,tt2404425,movie,2015,109,"Biography,Drama,History",7.3,65899.0
the magnificent seven,tt2404435,movie,2016,132,"Action,Adventure,Drama",6.9,245025.0
the past,tt2404461,movie,2013,130,"Drama,Mystery",7.7,52354.0
the heat,tt2404463,movie,2013,117,"Action,Comedy,Crime",6.6,188094.0
atomic blonde,tt2406566,movie,2017,115,"Action,Thriller",6.7,219304.0
20 days in mariupol,tt24082438,movie,2023,97,"Documentary,War",8.6,43639.0
the instigators,tt24169886,movie,2024,101,"Action,Comedy,Crime",6.2,42936.0
the kerala story,tt24268454,movie,2023,138,Drama,6.7,79357.0
creep,tt2428170,movie,2014,77,"Horror,Thriller",6.3,82864.0
philomena,tt2431286,movie,2013,98,"Biography,Comedy,Drama",7.6,107148.0
project almanac,tt2436386,movie,2015,106,"Drama,Mystery,Sci-Fi",6.4,87851.0
department q the keeper of lost causes,tt2438644,movie,2013,96,"Crime,Drama,Mystery",7.2,36101.0
the six triple eight,tt24458622,movie,2024,127,"Drama,History,War",6.7,31573.0
taken 3,tt2446042,movie,2014,108,"Action,Crime,Thriller",6.0,214451.0
joy,tt2446980,movie,2015,124,"Biography,Drama",6.6,152097.0
sirf ek bandaa kaafi hai,tt24485052,movie,2023,132,"Crime,Drama,Thriller",8.0,31032.0
vhs2,tt2450186,movie,2013,96,"Horror,Thriller",6.0,48508.0
the peanuts movie,tt2452042,movie,2015,88,"Adventure,Animation,Comedy",7.0,53262.0
son of a gun,tt2452200,movie,2014,108,"Action,Crime,Drama",6.4,30943.0
isnt it romantic,tt2452244,movie,2019,89,"Comedy,Fantasy,Musical",5.9,76979.0
clouds of sils maria,tt2452254,movie,2014,124,Drama,6.7,32487.0
the fundamentals of caring,tt2452386,movie,2016,97,"Comedy,Drama",7.3,86466.0
happy new year,tt2461132,movie,2014,180,"Action,Comedy,Drama",5.0,44269.0
masterminds,tt2461150,movie,2016,95,"Biography,Comedy,Crime",5.8,65641.0
the adam project,tt2463208,movie,2022,106,"Action,Adventure,Comedy",6.7,256383.0
walk of shame,tt2463288,movie,2014,95,Comedy,6.0,59126.0
left behind,tt2467046,movie,2014,110,"Action,Fantasy,Sci-Fi",3.1,44377.0
paranormal activity the ghost dimension,tt2473510,movie,2015,88,"Horror,Mystery",4.6,33168.0
paranormal activity the marked ones,tt2473682,movie,2014,84,"Horror,Mystery",5.1,47903.0
the ridiculous 6,tt2479478,movie,2015,119,"Action,Adventure,Comedy",4.9,58309.0
palo alto,tt2479800,movie,2013,100,Drama,6.1,33462.0
dont move,tt24807110,movie,2024,92,"Horror,Thriller",5.8,45039.0
extremely wicked shockingly evil and vile,tt2481498,movie,2019,110,"Biography,Crime,Drama",6.7,112110.0
subservience,tt24871974,movie,2024,106,"Sci-Fi,Thriller",5.4,35573.0
star wars episode vii the force awakens,tt2488496,movie,2015,138,"Action,Adventure,Sci-Fi",7.7,1022318.0
cooties,tt2490326,movie,2014,88,"Action,Comedy,Horror",5.7,30681.0
last knights,tt2493486,movie,2015,115,"Action,Drama",6.2,47637.0
stretch,tt2494280,movie,2014,94,"Comedy,Crime",6.5,32868.0
bone tomahawk,tt2494362,movie,2015,132,"Drama,Horror,Western",7.1,139039.0
burnt,tt2503944,movie,2015,101,"Comedy,Drama",6.6,142002.0
hotel transylvania 2,tt2510894,movie,2015,89,"Adventure,Animation,Comedy",6.6,161018.0
the gunman,tt2515034,movie,2015,115,"Action,Crime,Mystery",5.8,45182.0
star wars episode viii the last jedi,tt2527336,movie,2017,152,"Action,Adventure,Fantasy",6.8,715474.0
star wars episode ix the rise of skywalker,tt2527338,movie,2019,141,"Action,Adventure,Fantasy",6.3,538956.0
gods not dead,tt2528814,movie,2014,113,"Drama,Romance",4.6,46779.0
blockers,tt2531344,movie,2018,102,"Comedy,Drama",6.2,91708.0
i spit on your grave 2,tt2537176,movie,2013,106,"Horror,Thriller",5.7,36137.0
arrival,tt2543164,movie,2016,116,"Drama,Mystery,Sci-Fi",7.9,857422.0
wonder,tt2543472,movie,2017,113,"Drama,Family",7.9,195820.0
blackfish,tt2545118,movie,2013,83,"Documentary,Drama,Thriller",8.1,76312.0
the light between oceans,tt2547584,movie,2016,133,"Drama,Romance",7.2,62930.0
the cloverfield paradox,tt2548396,movie,2018,102,"Horror,Sci-Fi,Thriller",5.5,120608.0
crimson peak,tt2554274,movie,2015,119,"Drama,Horror,Mystery",6.5,168956.0
the second best exotic marigold hotel,tt2555736,movie,2015,122,"Comedy,Drama,Romance",6.5,37639.0
holiday,tt2556308,movie,2014,160,"Action,Crime,Thriller",7.2,31879.0
pacific rim uprising,tt2557478,movie,2018,111,"Action,Adventure,Sci-Fi",5.6,136604.0
a million ways to die in the west,tt2557490,movie,2014,116,"Comedy,Western",6.1,209507.0
boston strangler,tt2560078,movie,2023,112,"Crime,Drama,History",6.5,40913.0
get hard,tt2561572,movie,2015,100,"Comedy,Crime,Drama",6.0,154852.0
birdman or the unexpected virtue of ignorance,tt2562232,movie,2014,119,"Comedy,Drama",7.7,696592.0
alice through the looking glass,tt2567026,movie,2016,113,"Adventure,Family,Fantasy",6.2,134079.0
starred up,tt2567712,movie,2013,106,"Crime,Drama,Thriller",7.3,51340.0
going in style,tt2568862,movie,2017,96,"Comedy,Crime",6.6,98658.0
gunday,tt2574698,movie,2014,152,"Action,Drama,Musical",2.8,61267.0
the tale of the princess kaguya,tt2576852,movie,2013,137,"Animation,Drama,Family",8.0,61452.0
me and earl and the dying girl,tt2582496,movie,2015,105,"Comedy,Drama",7.7,144218.0
fathers daughters,tt2582502,movie,2015,116,Drama,7.0,30613.0
